10886|10
10887|11
10888|27
10889|25
10890|7
10891|6
10892|10
10893|50
10894|82
10895|10
10896|10
10897|19
10898|9
10899|69
10900|11
10901|32
10902|66
10903|6
10904|65
10905|13
10906|119
10907|16
10908|10
10909|66
10910|8
10911|19
10912|11
10913|76
10914|9
10915|84
10916|76
10917|23
10918|59
10919|70
10920|10
10921|15
10922|73
10923|46
10924|7
10925|93
10926|6
10927|4
10928|16
10929|57
10930|59
10931|78
10932|18
10933|27
10934|16
10935|77
10936|68
10937|17
10938|14
10939|16
10940|18
10941|17
10942|24
10943|32
10944|3
10945|6
10946|68
10947|54
10948|12
10949|17
10950|10
10951|17
10952|20
10953|44
10954|9
10955|4
10956|16
10957|9
10958|19
10959|22
10960|30
10961|93
10962|10
10963|68
10964|16
10965|17
10966|12
10967|3
10968|11
10969|25
10970|167
10971|123
10972|10
10973|30
10974|137
10975|14
10976|115
10977|130
10978|6
10979|156
10980|4
10981|102
10982|11
10983|127
10984|6
10985|23
10986|29
10987|36
10988|38
10989|11
10990|51
10991|14
10992|94
10993|90
10994|4
10995|5
10996|11
10997|8
10998|2
10999|7
11000|4
11001|24
11002|20
11003|13
11004|12
11005|4
11006|13
11007|8
11008|8
11009|13
11010|18
11011|11
11012|16
11013|79
11014|9
11015|33
11016|12
11017|31
11018|10
11019|3
11020|110
11021|50
11022|102
11023|5
11024|49
11025|6
11026|20
11027|60
11028|10
11029|21
11030|9
11031|5
11032|26
11033|45
11034|50
11035|86
11036|11
11037|4
11038|4
11039|64
11040|68
11041|4
11042|17
11043|13
11044|13
11045|20
11046|13
11047|124
11048|123
11049|8
11050|4
11051|3
11052|1
11053|20
11054|70
11055|7
11056|9
11057|15
11058|24
11059|4
11060|8
11061|3
11062|22
11063|25
11064|9
11065|18
11066|62
11067|25
11068|17
11069|4
11070|17
11071|5
11072|8
11073|14
11074|91
11075|15
11076|49
11077|11
11078|75
11079|74
11080|6
11081|113
11082|17
11083|16
11084|7
11085|4
11086|11
11087|24
11088|4
11089|12
11090|43
11091|5
11092|13
11093|6
11094|7
11095|35
11096|32
11097|32
11098|56
11099|11
11100|8
11101|29
11102|89
11103|34
11104|36
11105|34
11106|46
11107|33
11108|4
11109|20
11110|13
11111|20
11112|7
11113|6
11114|42
11115|61
11116|7
11117|52
11118|7
11119|49
11120|44
11121|46
11122|2
11123|21
11124|24
11125|3
11126|0
11127|5
11128|4
11129|6
11130|4
11131|4
11132|87
11133|88
11134|46
11135|53
11136|92
11137|57
11138|52
11139|3
11140|43
11141|16
11142|54
11143|54
11144|6
11145|17
11146|7
11147|23
11148|72
11149|38
11150|3
11151|3
11152|1
11153|7
11154|18
11155|20
11156|2
11157|0
11158|0
11159|1
11160|0
11161|1
11162|0
11163|0
11164|1
11165|3
11166|0
11167|2
11168|2
11169|3
11170|0
11171|0
11172|1
11173|0
11174|2
11175|1
11176|0
11177|0
11178|2
11179|0
11180|3
11181|20
11182|14
11183|20
11184|68
11185|19
11186|20
11187|16
11188|4
11189|16
11190|11
11191|5
11192|8
11193|6
11194|5
11195|6
11196|5
11197|6
11198|7
11199|5
11200|3
11201|3
11202|6
11203|18
11204|2
11205|2
11206|3
11207|1
11208|10
11209|15
11210|14
11211|16
11212|3
11213|3
11214|3
11215|7
11216|3
11217|1
11218|2
11219|28
11220|2
11221|11
11222|12
11223|2
11224|11
11225|4
11226|7
11227|75
11228|4
11229|10
11230|2
11231|15
11232|4
11233|57
11234|55
11235|62
11236|2
11237|4
11238|9
11239|18
11240|13
11241|42
11242|10
11243|13
11244|3
11245|20
11246|16
11247|17
11248|3
11249|11
11250|2
11251|3
11252|3
11253|17
11254|1
11255|16
11256|126
11257|109
11258|104
11259|119
11260|99
11261|21
11262|2
11263|8
11264|10
11265|9
11266|2
11267|1
11268|17
11269|1
11270|17
11271|16
11272|9
11273|6
11274|1
11275|5
11276|2
11277|2
11278|3
11279|3
11280|1
11281|2
11282|2
11283|2
11284|2
11285|3
11286|1
11287|0
11288|1
11289|1
11290|1
11291|1
11292|0
11293|0
11294|0
11295|0
11296|0
11297|0
11298|0
11299|0
11300|0
11301|0
11302|0
11303|0
11304|0
11305|0
11306|0
11307|0
11308|0
11309|0
